condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Endometriosis,Danazol,On Label,RX,26,3.38,3.88,3.38,medium,medium,Medium,3.546666666666667,3.4800000000000004,Gynecological,high
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,24,4.4,3.93,2.53,high,medium,Low,3.6199999999999997,3.9320000000000004,Gynecological,high
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,23,4.88,4.82,4.47,high,high,Very High,4.723333333333333,4.786,Gynecological,high
Endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,21,3.58,4.0,3.08,medium,medium,Medium,3.5533333333333332,3.5640000000000005,Gynecological,high
Endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,20,4.0,4.71,2.43,medium,high,Low,3.7133333333333334,3.8280000000000003,Gynecological,high
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,20,3.92,4.08,3.54,medium,high,High,3.8466666666666662,3.8760000000000003,Gynecological,high
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,20,4.28,3.72,2.83,high,medium,Low,3.61,3.878,Gynecological,high
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,19,4.38,4.13,3.5,high,high,Medium,4.003333333333333,4.154,Gynecological,high
Endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,19,3.36,3.27,1.64,medium,medium,Very Low,2.7566666666666664,2.9979999999999998,Gynecological,high
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,19,4.7,4.7,2.9,high,high,Low,4.1000000000000005,4.34,Gynecological,high
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,18,3.64,3.82,2.73,medium,medium,Low,3.3966666666666665,3.4940000000000007,Gynecological,high
Endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,18,3.33,4.33,1.17,medium,high,Very Low,2.9433333333333334,3.098,Gynecological,high
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17,4.67,4.5,4.5,high,high,Very High,4.556666666666667,4.602,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17,5.0,4.92,3.58,high,high,High,4.5,4.7,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,17,4.17,4.17,2.25,high,high,Low,3.53,3.786,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,17,3.92,4.08,3.42,medium,high,Medium,3.8066666666666666,3.8520000000000003,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17,4.5,4.38,3.63,high,high,High,4.169999999999999,4.302,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,16,4.75,4.38,3.13,high,high,Medium,4.086666666666666,4.352,Gynecological,medium
Endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,16,4.45,4.55,2.55,high,high,Low,3.85,4.09,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,14,3.67,5.0,4.0,medium,high,High,4.223333333333334,4.002,Gynecological,medium
Endometriosis,Medroxyprogesterone,On Label,RX,14,4.73,4.55,3.0,high,high,Low,4.093333333333334,4.348000000000001,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,13,4.0,3.44,2.22,medium,medium,Low,3.22,3.532,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,12,4.5,4.38,2.5,high,high,Low,3.793333333333333,4.076,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,10,3.67,4.33,3.67,medium,high,High,3.89,3.802,Gynecological,medium
Endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,10,3.57,4.14,2.43,medium,high,Low,3.3799999999999994,3.456,Gynecological,medium
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,9,3.67,3.67,3.67,medium,medium,High,3.67,3.67,Gynecological,medium
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,9,2.0,2.33,1.0,low,low,Very Low,1.7766666666666666,1.8659999999999999,Gynecological,medium
Endometriosis,Triptorelin Pamoate,Off Label,RX,8,3.33,3.5,2.17,medium,medium,Low,3.0,3.132,Gynecological,medium
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,8,4.4,3.6,1.8,high,medium,Very Low,3.266666666666667,3.72,Gynecological,medium
Endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,8,4.38,4.75,4.13,high,high,High,4.419999999999999,4.404,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,8,5.0,5.0,3.67,high,high,High,4.556666666666667,4.734,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,8,3.33,3.33,3.0,medium,medium,Low,3.22,3.2640000000000002,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,8,4.0,4.2,3.8,medium,high,High,4.0,4.0,Gynecological,medium
Endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,7,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,7,4.6,4.2,3.2,high,high,Medium,4.0,4.24,Gynecological,medium
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,7,4.5,4.25,3.0,high,high,Low,3.9166666666666665,4.15,Gynecological,medium
Endometriosis,Medroxyprogesterone,Off Label,RX,6,4.4,4.8,3.2,high,high,Medium,4.133333333333333,4.24,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,6,5.0,5.0,4.6,high,high,Very High,4.866666666666666,4.92,Gynecological,medium
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,6,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gynecological,medium
Endometriosis,Danazol,On Label,RX,6,2.25,3.5,2.0,low,medium,Very Low,2.5833333333333335,2.4499999999999997,Gynecological,medium
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,6,4.67,5.0,3.67,high,high,High,4.446666666666666,4.536,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,6,3.8,4.6,1.8,medium,high,Very Low,3.4,3.5599999999999996,Gynecological,medium
Endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,6,3.25,4.5,2.25,medium,high,Low,3.3333333333333335,3.3000000000000003,Gynecological,medium
Endometriosis,Nafarelin,On Label,RX,5,3.0,3.0,2.0,low,low,Very Low,2.6666666666666665,2.8,Gynecological,medium
Endometriosis,Triptorelin Pamoate,Off Label,RX,5,3.8,2.6,2.6,medium,low,Low,3.0,3.32,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,5,4.75,5.0,4.25,high,high,High,4.666666666666667,4.7,Gynecological,medium
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,5,3.5,2.0,1.0,medium,low,Very Low,2.1666666666666665,2.7,Gynecological,medium
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,5,3.33,5.0,2.33,medium,high,Low,3.5533333333333332,3.4640000000000004,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,medium
Endometriosis,Goserelin,On Label,RX,4,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Gynecological,medium
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,4,4.67,3.67,3.33,high,medium,Medium,3.89,4.202,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4,5.0,4.67,2.33,high,high,Low,4.0,4.4,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4,4.5,4.0,2.5,high,medium,Low,3.6666666666666665,4.0,Gynecological,medium
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,4,2.33,3.33,2.0,low,medium,Very Low,2.5533333333333332,2.464,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4,5.0,4.5,5.0,high,high,Very High,4.833333333333333,4.9,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4,3.0,5.0,1.0,low,high,Very Low,3.0,3.0,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,4,5.0,3.67,2.0,high,medium,Very Low,3.5566666666666666,4.134,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,4,2.67,4.67,2.33,low,high,Low,3.223333333333333,3.0020000000000002,Gynecological,medium
Endometriosis,Norethin-Eth Estrad Biphasic,Off Label,RX,4,4.5,4.25,3.0,high,high,Low,3.9166666666666665,4.15,Gynecological,medium
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,3,4.67,4.33,3.33,high,high,Medium,4.11,4.3340000000000005,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3,1.0,4.5,1.5,low,high,Very Low,2.3333333333333335,1.8,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3,5.0,4.0,4.5,high,medium,Very High,4.5,4.7,Gynecological,medium
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,3,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gynecological,medium
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,3,5.0,5.0,2.5,high,high,Low,4.166666666666667,4.5,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3,4.5,4.0,2.0,high,medium,Very Low,3.5,3.9,Gynecological,medium
Endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,3,2.0,4.0,2.0,low,medium,Very Low,2.6666666666666665,2.4,Gynecological,medium
Endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,3,2.0,5.0,1.0,low,high,Very Low,2.6666666666666665,2.4000000000000004,Gynecological,medium
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,medium
Endometriosis,Triptorelin Pamoate,Off Label,RX,2,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Gynecological,low
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,low
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,2,3.0,3.0,3.0,low,low,Low,3.0,3.0,Gynecological,low
Endometriosis,Medroxyprogesterone,On Label,RX,2,3.5,5.0,3.0,medium,high,Low,3.8333333333333335,3.7,Gynecological,low
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,2,5.0,5.0,3.5,high,high,Medium,4.5,4.7,Gynecological,low
Endometriosis,"Norethin-E.Estradiol Triphasic, Norethindrone-Ethin Estradiol",Off Label,RX,2,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2,2.5,3.0,2.5,low,low,Low,2.6666666666666665,2.6,Gynecological,low
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,2,5.0,5.0,4.5,high,high,Very High,4.833333333333333,4.9,Gynecological,low
Endometriosis,Triptorelin Pamoate,Off Label,RX,2,4.0,4.5,2.0,medium,high,Very Low,3.5,3.6999999999999997,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Gynecological,low
Endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,2,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Gynecological,low
Endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1,5.0,5.0,1.0,high,high,Very Low,3.6666666666666665,4.2,Gynecological,low
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1,4.0,4.0,3.0,medium,medium,Low,3.6666666666666665,3.8000000000000003,Gynecological,low
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,low
Endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1,5.0,5.0,2.0,high,high,Very Low,4.0,4.4,Gynecological,low
Endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,1,4.0,4.0,1.0,medium,medium,Very Low,3.0,3.4000000000000004,Gynecological,low
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Gynecological,low
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gynecological,low
Endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gynecological,low
Endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gynecological,low
Endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,1,4.0,5.0,1.0,medium,high,Very Low,3.3333333333333335,3.6,Gynecological,low
Endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,1,5.0,4.0,3.0,high,medium,Low,4.0,4.4,Gynecological,low
Endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gynecological,low
Endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1,5.0,5.0,4.0,high,high,High,4.666666666666667,4.8,Gynecological,low
Fever,Naproxen,On Label,RX,740,2.82,3.7,2.42,low,medium,Low,2.98,2.916,Infectious Disease,high
Fever,Indomethacin,Off Label,RX,315,3.97,4.25,3.67,medium,high,High,3.9633333333333334,3.966,Infectious Disease,high
Fever,Ibuprofen,On Label,RX/OTC,271,3.37,3.98,3.13,medium,medium,Medium,3.4933333333333336,3.4439999999999995,Infectious Disease,high
Fever,Naproxen Sodium,On Label,OTC,186,3.5,4.24,3.13,medium,high,Medium,3.6233333333333335,3.5740000000000003,Infectious Disease,high
Fever,Acetaminophen,On Label,OTC,135,3.07,3.85,3.15,medium,medium,Medium,3.356666666666667,3.242,Infectious Disease,high
Fever,Naproxen Sodium,On Label,RX/OTC,104,3.12,4.23,2.73,medium,high,Low,3.36,3.2640000000000002,Infectious Disease,high
Fever,Indomethacin,Off Label,RX,82,4.22,4.41,4.06,high,high,High,4.2299999999999995,4.226,Infectious Disease,high
Fever,Acetaminophen,On Label,OTC,71,3.31,4.06,3.13,medium,high,Medium,3.5,3.424,Infectious Disease,high
Fever,Naproxen,Off Label,RX,64,3.27,3.64,2.91,medium,medium,Low,3.2733333333333334,3.2720000000000002,Infectious Disease,high
Fever,Aspirin,On Label,RX/OTC,55,4.27,4.64,4.55,high,high,Very High,4.486666666666667,4.3999999999999995,Infectious Disease,high
Fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,32,3.26,4.21,2.63,medium,high,Low,3.3666666666666667,3.324,Infectious Disease,high
Fever,Ibuprofen,On Label,RX/OTC,29,3.64,4.18,3.64,medium,high,High,3.8200000000000003,3.748,Infectious Disease,high
Fever,Ibuprofen,On Label,OTC,26,4.2,4.4,4.2,high,high,High,4.266666666666667,4.24,Infectious Disease,high
Fever,Ibuprofen,On Label,OTC,24,4.21,4.79,4.0,high,high,High,4.333333333333333,4.284,Infectious Disease,high
Fever,ASA-Acetaminophen-Salicyl-Caff,On Label,RX,23,2.23,2.46,2.15,low,low,Low,2.28,2.26,Infectious Disease,high
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,21,2.75,4.0,2.44,low,medium,Low,3.063333333333333,2.938,Infectious Disease,high
Fever,Pseudoephedrine-Ibuprofen,On Label,OTC,19,4.92,4.92,4.75,high,high,Very High,4.863333333333333,4.886,Infectious Disease,high
Fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,18,4.75,4.13,4.25,high,high,High,4.376666666666666,4.526,Infectious Disease,high
Fever,Ibuprofen,On Label,OTC,16,4.75,5.0,4.75,high,high,Very High,4.833333333333333,4.8,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,16,3.73,4.36,3.55,medium,high,High,3.8800000000000003,3.8200000000000003,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,15,4.5,4.0,4.25,high,medium,High,4.25,4.35,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,15,3.0,4.25,2.5,low,high,Low,3.25,3.15,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,13,2.2,4.0,2.8,low,medium,Low,3.0,2.68,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,11,3.5,4.0,3.75,medium,medium,High,3.75,3.6500000000000004,Infectious Disease,medium
Fever,Ibuprofen,On Label,OTC,11,4.0,4.4,4.2,medium,high,High,4.2,4.12,Infectious Disease,medium
Fever,Acetaminophen-Caffeine,On Label,OTC,11,5.0,4.88,4.88,high,high,Very High,4.919999999999999,4.952,Infectious Disease,medium
Fever,Indomethacin,Off Label,RX,10,4.4,4.6,4.2,high,high,High,4.3999999999999995,4.4,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX,10,4.0,3.8,4.0,medium,medium,High,3.9333333333333336,3.96,Infectious Disease,medium
Fever,Naproxen Sodium,Off Label,RX,9,3.33,3.67,3.0,medium,medium,Low,3.3333333333333335,3.3320000000000003,Infectious Disease,medium
Fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,9,4.33,5.0,4.33,high,high,High,4.553333333333334,4.464,Infectious Disease,medium
Fever,Aspirin,On Label,OTC,8,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,8,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,8,3.67,4.67,4.33,medium,high,High,4.223333333333334,4.002000000000001,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,7,4.5,4.5,4.5,high,high,Very High,4.5,4.5,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX,7,3.5,5.0,3.25,medium,high,Medium,3.9166666666666665,3.75,Infectious Disease,medium
Fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,7,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,"ASA-Acetaminophen-Salicyl-Caff, Mg Salicylat-Acetaminophen-Caf",On Label,OTC,6,2.6,3.0,2.8,low,low,Low,2.7999999999999994,2.72,Infectious Disease,medium
Fever,ASA-Acetaminophen-Salicyl-Caff,On Label,OTC,6,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Infectious Disease,medium
Fever,"Choline,Magnesium Salicylate",On Label,RX,6,2.33,4.0,1.67,low,medium,Very Low,2.6666666666666665,2.532,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,6,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,6,2.0,2.0,1.0,low,low,Very Low,1.6666666666666667,1.8,Infectious Disease,medium
Fever,Naproxen Sodium,On Label,OTC,5,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Infectious Disease,medium
Fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,5,2.0,2.5,1.0,low,low,Very Low,1.8333333333333333,1.9,Infectious Disease,medium
Fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,5,4.0,5.0,2.5,medium,high,Low,3.8333333333333335,3.9,Infectious Disease,medium
Fever,"Aspirin, Buffered",On Label,OTC,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,Aspirin,On Label,OTC,5,3.0,5.0,5.0,low,high,Very High,4.333333333333333,3.8,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,5,1.5,2.5,1.5,low,low,Very Low,1.8333333333333333,1.7,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,OTC,5,4.5,4.5,5.0,high,high,Very High,4.666666666666667,4.6,Infectious Disease,medium
Fever,Aspirin,On Label,OTC,5,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,5,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Infectious Disease,medium
Fever,Naproxen-Pseudoephedrine,On Label,OTC,5,4.5,5.0,3.0,high,high,Low,4.166666666666667,4.3,Infectious Disease,medium
Fever,Acetaminophen,On Label,OTC,5,4.5,4.0,4.5,high,medium,Very High,4.333333333333333,4.4,Infectious Disease,medium
Fever,Acetaminophen,On Label,RX,5,4.0,4.75,4.0,medium,high,High,4.25,4.15,Infectious Disease,medium
Fever,Naproxen Sodium,Off Label,RX,5,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,medium
Fever,"Chlorphen-PE-DM-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,DM-PE-Acetam/DM-Acetam-Doxylam,On Label,OTC,5,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,OTC,4,3.67,4.33,3.33,medium,high,Medium,3.776666666666667,3.734,Infectious Disease,medium
Fever,Aspirin,On Label,OTC,4,5.0,5.0,4.5,high,high,Very High,4.833333333333333,4.9,Infectious Disease,medium
Fever,Ibuprofen,On Label,OTC,4,4.0,4.67,4.33,medium,high,High,4.333333333333333,4.2,Infectious Disease,medium
Fever,Aspirin,On Label,OTC,4,4.5,4.5,4.5,high,high,Very High,4.5,4.5,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX,4,4.67,5.0,4.33,high,high,High,4.666666666666667,4.668,Infectious Disease,medium
Fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Fever,Pseudoeph-DM-GG-Acetaminophen,On Label,RX,4,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Infectious Disease,medium
Fever,Acetaminophen,On Label,RX,4,1.67,3.0,1.67,low,low,Very Low,2.1133333333333333,1.9360000000000002,Infectious Disease,medium
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX/OTC,4,2.5,4.0,2.5,low,medium,Low,3.0,2.8,Infectious Disease,medium
Fever,"Chlorpheniramine-Acetaminophen, Chlorphen-PPA-Acetaminophen",On Label,OTC,4,4.0,3.0,5.0,medium,low,Very High,4.0,4.0,Infectious Disease,medium
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,3.5,3.0,1.5,medium,low,Very Low,2.6666666666666665,3.0,Infectious Disease,medium
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,2.75,4.25,2.5,low,high,Low,3.1666666666666665,3.0,Infectious Disease,medium
Fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,4,4.0,4.67,3.0,medium,high,Low,3.89,3.934,Infectious Disease,medium
Fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,4,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Infectious Disease,medium
Fever,Ibuprofen,On Label,OTC,4,2.5,3.0,1.0,low,low,Very Low,2.1666666666666665,2.3000000000000003,Infectious Disease,medium
